의안번호,의안명(한글),제안일,소관위
2125254,교육기본법 일부개정법률안,2023-11-02,교육위원회
2125256,게임산업진흥에 관한 법률 일부개정법률안,2023-11-02,문화체육관광위원회
2125257,공직선거법 일부개정법률안,2023-11-02,행정안전위원회
2125258,저작권법 일부개정법률안,2023-11-02,문화체육관광위원회
2125247,관세법 일부개정법률안,2023-11-01,기획재정위원회
2125242,건설산업기본법 일부개정법률안,2023-11-01,국토교통위원회
2125244,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,2023-11-01,법제사법위원회
2125245,대중교통의 육성 및 이용촉진에 관한 법률 일부개정법률안,2023-11-01,국토교통위원회
2125246,집회 및 시위에 관한 법률 일부개정법률안,2023-11-01,행정안전위원회
2125243,건설기술 진흥법 일부개정법률안,2023-11-01,국토교통위원회
2125248,도로교통법 일부개정법률안,2023-11-01,행정안전위원회
2125250,장애인고용촉진 및 직업재활법 일부개정법률안,2023-11-01,환경노동위원회
2125251,관세법 일부개정법률안,2023-11-01,기획재정위원회
2125252,부가가치세법 일부개정법률안,2023-11-01,기획재정위원회
2125253,소득세법 일부개정법률안,2023-11-01,기획재정위원회
2125249,주택법 일부개정법률안,2023-11-01,국토교통위원회
2125223,한국마사회법 일부개정법률안,2023-10-31,농림축산식품해양수산위원회
2125228,부동산등기법 일부개정법률안,2023-10-31,법제사법위원회
2125227,희귀질환관리법 일부개정법률안,2023-10-31,보건복지위원회
2125226,조세특례제한법 일부개정법률안,2023-10-31,기획재정위원회
2125224,건축사법 일부개정법률안,2023-10-31,국토교통위원회
2125220,예금자보호법 일부개정법률안,2023-10-31,정무위원회
2125222,각급 법원의 설치와 관할구역에 관한 법률 일부개정법률안,2023-10-31,법제사법위원회
2125221,군인사법 일부개정법률안,2023-10-31,국방위원회
2125219,노인복지법 일부개정법률안,2023-10-31,보건복지위원회
2125230,지방세특례제한법 일부개정법률안,2023-10-31,행정안전위원회
2125229,남북 주민 사이의 가족관계와 상속 등에 관한 특례법 일부개정법률안,2023-10-31,법제사법위원회
2125233,지방세법 일부개정법률안,2023-10-31,행정안전위원회
2125231,소비자연금법안,2023-10-31,보건복지위원회
2125237,항만법 일부개정법률안,2023-10-31,농림축산식품해양수산위원회
2125241,종합부동산세법 일부개정법률안,2023-10-31,기획재정위원회
2125232,조세특례제한법 일부개정법률안,2023-10-31,기획재정위원회
2125239,지방대학 및 지역균형인재 육성에 관한 법률 일부개정법률안,2023-10-31,교육위원회
2125238,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,2023-10-31,농림축산식품해양수산위원회
2125240,지방대학 및 지역균형인재 육성에 관한 법률 전부개정법률안,2023-10-31,교육위원회
2125236,형법 일부개정법률안,2023-10-31,법제사법위원회
2125235,혁신도시 조성 및 발전에 관한 특별법 일부개정법률안,2023-10-31,국토교통위원회
2125234,상속세 및 증여세법 일부개정법률안,2023-10-31,기획재정위원회
2125207,향교재산법 일부개정법률안,2023-10-30,문화체육관광위원회
2125200,학교복합시설 설치 및 운영·관리에 관한 법률 일부개정법률안,2023-10-30,교육위원회
2125201,교육시설 등의 안전 및 유지관리 등에 관한 법률 일부개정법률안,2023-10-30,교육위원회
2125202,관세법 일부개정법률안,2023-10-30,기획재정위원회
2125203,학교용지 확보 등에 관한 특례법 일부개정법률안,2023-10-30,교육위원회
2125204,공유재산 및 물품 관리법 일부개정법률안,2023-10-30,행정안전위원회
2125205,자본시장과 금융투자업에 관한 법률 일부개정법률안,2023-10-30,정무위원회
2125206,대구경북과학기술원법 일부개정법률안,2023-10-30,과학기술정보방송통신위원회
2125213,난민법 일부개정법률안,2023-10-30,법제사법위원회
2125208,농수산물의 원산지 표시 등에 관한 법률 일부개정법률안,2023-10-30,농림축산식품해양수산위원회
2125210,약사법 일부개정법률안,2023-10-30,보건복지위원회
2125211,산업안전보건법 일부개정법률안,2023-10-30,환경노동위원회
2125212,벤처기업육성에 관한 특별조치법 일부개정법률안,2023-10-30,산업통상자원중소벤처기업위원회
2125216,조세특례제한법 일부개정법률안,2023-10-30,기획재정위원회
2125214,진실·화해를 위한 과거사정리 기본법 일부개정법률안,2023-10-30,행정안전위원회
2125215,희귀질환관리법 일부개정법률안,2023-10-30,보건복지위원회
2125209,마약류 관리에 관한 법률 일부개정법률안,2023-10-30,보건복지위원회
2125193,소득세법 일부개정법률안,2023-10-27,기획재정위원회
2125187,자본시장과 금융투자업에 관한 법률 일부개정법률안,2023-10-27,정무위원회
2125188,산업기술의 유출방지 및 보호에 관한 법률 일부개정법률안,2023-10-27,산업통상자원중소벤처기업위원회
2125189,국가기간 전력망 확충 특별법안,2023-10-27,산업통상자원중소벤처기업위원회
2125191,소상공인 보호 및 지원에 관한 법률 일부개정법률안,2023-10-27,산업통상자원중소벤처기업위원회
2125192,조세특례제한법 일부개정법률안,2023-10-27,기획재정위원회
2125190,중소기업 탄소중립 촉진을 위한 특별조치법안,2023-10-27,산업통상자원중소벤처기업위원회
2125194,대기관리권역의 대기환경개선에 관한 특별법 일부개정법률안,2023-10-27,환경노동위원회
2125195,관세법 일부개정법률안,2023-10-27,기획재정위원회
2125196,국가재정법 일부개정법률안,2023-10-27,기획재정위원회
2125197,조달사업에 관한 법률 일부개정법률안,2023-10-27,기획재정위원회
2125198,조세특례제한법 일부개정법률안,2023-10-27,기획재정위원회
2125199,교육세법 일부개정법률안,2023-10-27,기획재정위원회
2125181,전세사기피해자 지원 및 주거안정에 관한 특별법 일부개정법률안,2023-10-26,국토교통위원회
2125182,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,2023-10-26,산업통상자원중소벤처기업위원회
2125183,건축법 일부개정법률안,2023-10-26,국토교통위원회
2125184,고향사랑 기부금에 관한 법률 일부개정법률안,2023-10-26,행정안전위원회
2125185,지방세법 일부개정법률안,2023-10-26,행정안전위원회
2125186,지방세기본법 일부개정법률안,2023-10-26,행정안전위원회
2125173,군무원인사법 일부개정법률안,2023-10-25,국방위원회
2125166,국가공무원법 일부개정법률안,2023-10-25,행정안전위원회
2125167,국가배상법 일부개정법률안,2023-10-25,법제사법위원회
2125169,국회법 일부개정법률안,2023-10-25,국회운영위원회
2125170,직업안정법 일부개정법률안,2023-10-25,환경노동위원회
2125171,집회 및 시위에 관한 법률 일부개정법률안,2023-10-25,행정안전위원회
2125172,관광진흥법 일부개정법률안,2023-10-25,문화체육관광위원회
2125168,고향사랑 기부금에 관한 법률 일부개정법률안,2023-10-25,행정안전위원회
2125174,지방행정제재ㆍ부과금의 징수 등에 관한 법률 일부개정법률안,2023-10-25,행정안전위원회
2125180,독도 및 동해 등의 영토주권 수호에 관한 법률안,2023-10-25,외교통일위원회
2125179,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안,2023-10-25,정무위원회
2125178,아이돌봄 지원법 일부개정법률안,2023-10-25,여성가족위원회
2125175,지방세특례제한법 일부개정법률안,2023-10-25,행정안전위원회
2125177,선원법 일부개정법률안,2023-10-25,농림축산식품해양수산위원회
2125176,지방세징수법 일부개정법률안,2023-10-25,행정안전위원회
2125165,관세법 일부개정법률안,2023-10-24,기획재정위원회
2125162,공사중단 장기방치 건축물의 정비 등에 관한 특별조치법 일부개정법률안,2023-10-24,국토교통위원회
2125161,의료법 일부개정법률안,2023-10-24,보건복지위원회
2125160,시설물의 안전 및 유지관리에 관한 특별법 일부개정법률안,2023-10-24,국토교통위원회
2125159,도시 및 주거환경정비법 일부개정법률안,2023-10-24,국토교통위원회
2125158,재난 및 안전관리 기본법 일부개정법률안,2023-10-24,행정안전위원회
2125157,주택도시기금법 일부개정법률안,2023-10-24,국토교통위원회
2125156,대도시 지역의 도시형캠퍼스 설립ㆍ운영에 관한 특별법안,2023-10-24,교육위원회
2125155,선박직원법 일부개정법률안,2023-10-24,농림축산식품해양수산위원회
2125151,조세특례제한법 일부개정법률안,2023-10-23,기획재정위원회
2125148,도시농업의 육성 및 지원에 관한 법률 일부개정법률안,2023-10-23,농림축산식품해양수산위원회
2125150,소득세법 일부개정법률안,2023-10-23,기획재정위원회
2125149,한국수출입은행법 일부개정법률안,2023-10-23,기획재정위원회
2125152,정보통신공사업법 일부개정법률안,2023-10-23,과학기술정보방송통신위원회
2125153,자연환경보전법 일부개정법률안,2023-10-23,환경노동위원회
2125154,경찰공무원 보건안전 및 복지 기본법 일부개정법률안,2023-10-23,행정안전위원회
2125142,항만법 일부개정법률안,2023-10-20,농림축산식품해양수산위원회
2125138,남북관계 발전에 관한 법률 일부개정법률안,2023-10-20,외교통일위원회
2125140,조세특례제한법 일부개정법률안,2023-10-20,기획재정위원회
2125141,조세특례제한법 일부개정법률안,2023-10-20,기획재정위원회
2125139,교통안전법 일부개정법률안,2023-10-20,국토교통위원회
2125143,조세특례제한법 일부개정법률안,2023-10-20,기획재정위원회
2125144,국방·군사시설 사업에 관한 법률 일부개정법률안,2023-10-20,국방위원회
2125145,국유림의 경영 및 관리에 관한 법률 일부개정법률안,2023-10-20,농림축산식품해양수산위원회
2125147,조세특례제한법 일부개정법률안,2023-10-20,기획재정위원회
2125146,지방교육재정교부금법 일부개정법률안,2023-10-20,교육위원회
2125137,저출산·고령사회기본법 일부개정법률안,2023-10-19,보건복지위원회
2125136,주택법 일부개정법률안,2023-10-19,국토교통위원회
2125135,조세특례제한법 일부개정법률안,2023-10-19,기획재정위원회
2125134,의료법 일부개정법률안,2023-10-19,보건복지위원회
2125133,조세특례제한법 일부개정법률안,2023-10-19,기획재정위원회
2125132,조세특례제한법 일부개정법률안,2023-10-19,기획재정위원회
2125126,선박소유자 등의 책임제한절차에 관한 법률 일부개정법률안,2023-10-18,법제사법위원회
2125120,조세특례제한법 일부개정법률안,2023-10-18,기획재정위원회
2125123,각급 법원의 설치와 관할구역에 관한 법률 일부개정법률안,2023-10-18,법제사법위원회
2125124,민사소송법 일부개정법률안,2023-10-18,법제사법위원회
2125125,민사집행법 일부개정법률안,2023-10-18,법제사법위원회
2125127,중재법 일부개정법률안,2023-10-18,법제사법위원회
2125129,해양사고의 조사 및 심판에 관한 법률 일부개정법률안,2023-10-18,농림축산식품해양수산위원회
2125131,개 식용 금지를 위한 특별법안,2023-10-18,농림축산식품해양수산위원회
2125128,유류오염손해배상 보장법 일부개정법률안,2023-10-18,농림축산식품해양수산위원회
2125116,응급의료에 관한 법률 일부개정법률안,2023-10-17,보건복지위원회
2125115,산업안전보건법 일부개정법률안,2023-10-17,환경노동위원회
2125114,조세특례제한법 일부개정법률안,2023-10-17,기획재정위원회
2125117,개별소비세법 일부개정법률안,2023-10-17,기획재정위원회
2125118,기상산업진흥법 일부개정법률안,2023-10-17,환경노동위원회
2125119,보건의료인력지원법  일부개정법률안,2023-10-17,보건복지위원회
2125112,가맹사업거래의 공정화에 관한 법률 일부개정법률안,2023-10-16,정무위원회
2125111,지방세특례제한법 일부개정법률안,2023-10-16,행정안전위원회
2125110,독점규제 및 공정거래에 관한 법률 일부개정법률안,2023-10-16,정무위원회
2125109,조세특례제한법 일부개정법률안,2023-10-16,기획재정위원회
2125108,한국수출입은행법 일부개정법률안,2023-10-16,기획재정위원회
2125107,소상공인 보호 및 지원에 관한 법률 일부개정법률안,2023-10-16,산업통상자원중소벤처기업위원회
2125102,민법 일부개정법률안,2023-10-13,법제사법위원회
2125098,조세특례제한법 일부개정법률안,2023-10-13,기획재정위원회
2125101,경범죄 처벌법 일부개정법률안,2023-10-13,행정안전위원회
2125103,지방세특례제한법 일부개정법률안,2023-10-13,행정안전위원회
2125104,관세법 일부개정법률안,2023-10-13,기획재정위원회
2125105,주세법 일부개정법률안,2023-10-13,기획재정위원회
2125093,지방세특례제한법 일부개정법률안,2023-10-12,행정안전위원회
2125091,조세특례제한법 일부개정법률안,2023-10-12,기획재정위원회
2125092,공직선거법 일부개정법률안,2023-10-12,행정안전위원회
2125097,국민 평생 직업능력 개발법 일부개정법률안,2023-10-12,환경노동위원회
2125094,형의 실효 등에 관한 법률 일부개정법률안,2023-10-12,법제사법위원회
2125096,지방공기업법 일부개정법률안,2023-10-12,행정안전위원회
2125095,법원조직법 일부개정법률안,2023-10-12,법제사법위원회
2125090,조세특례제한법 일부개정법률안,2023-10-11,기획재정위원회
2125089,금융회사의 지배구조에 관한 법률 일부개정법률안,2023-10-11,정무위원회
2125088,조세특례제한법 일부개정법률안,2023-10-11,기획재정위원회
2125066,양곡관리법 일부개정법률안,2023-10-10,농림축산식품해양수산위원회
2125071,농수산물 품질관리법 일부개정법률안,2023-10-10,농림축산식품해양수산위원회
2125070,농약관리법 일부개정법률안,2023-10-10,농림축산식품해양수산위원회
2125069,축산계열화사업에 관한 법률 일부개정법률안,2023-10-10,농림축산식품해양수산위원회
2125068,비료관리법 일부개정법률안,2023-10-10,농림축산식품해양수산위원회
2125067,수산업법 일부개정법률안,2023-10-10,농림축산식품해양수산위원회
2125062,소득세법 일부개정법률안,2023-10-10,기획재정위원회
2125064,의료법 일부개정법률안,2023-10-10,보건복지위원회
2125063,조세특례제한법 일부개정법률안,2023-10-10,기획재정위원회
2125061,연구개발특구의 육성에 관한 특별법 일부개정법률안,2023-10-10,과학기술정보방송통신위원회
2125060,주택도시기금법 일부개정법률안,2023-10-10,국토교통위원회
2125073,농촌융복합산업 육성 및 지원에 관한 법률 일부개정법률안,2023-10-10,농림축산식품해양수산위원회
2125059,법원조직법 일부개정법률안,2023-10-10,법제사법위원회
2125072,산림기술 진흥 및 관리에 관한 법률 일부개정법률안,2023-10-10,농림축산식품해양수산위원회
2125074,낚시 관리 및 육성법 일부개정법률안,2023-10-10,농림축산식품해양수산위원회
2125081,재해구호법 일부개정법률안,2023-10-10,행정안전위원회
2125075,농지법 일부개정법률안,2023-10-10,농림축산식품해양수산위원회
2125086,부정경쟁방지 및 영업비밀보호에 관한 법률 일부개정법률안,2023-10-10,산업통상자원중소벤처기업위원회
2125084,도시 및 주거환경정비법 일부개정법률안,2023-10-10,국토교통위원회
2125083,방위사업법 일부개정법률안,2023-10-10,국방위원회
2125082,시국사건관련 임용제외 교원의 피해회복을 위한 조치에 관한 특별법안,2023-10-10,교육위원회
2125085,특허법 일부개정법률안,2023-10-10,산업통상자원중소벤처기업위원회
2125080,응급의료에 관한 법률 일부개정법률안,2023-10-10,보건복지위원회
2125079,노동조합 및 노동관계조정법 일부개정법률안,2023-10-10,환경노동위원회
2125078,농어촌정비법 일부개정법률안,2023-10-10,농림축산식품해양수산위원회
2125077,옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 일부개정법률안,2023-10-10,행정안전위원회
2125076,인사청문회법 일부개정법률안,2023-10-10,국회운영위원회
2125049,인터넷전문은행 설립 및 운영에 관한 특례법 일부개정법률안,2023-10-06,정무위원회
2125035,지방공무원법 일부개정법률안,2023-10-06,행정안전위원회
2125036,조세특례제한법 일부개정법률안,2023-10-06,기획재정위원회
2125038,사면법 일부개정법률안,2023-10-06,법제사법위원회
2125040,지방세특례제한법 일부개정법률안,2023-10-06,행정안전위원회
2125041,국가공무원법 일부개정법률안,2023-10-06,행정안전위원회
2125042,국세기본법 일부개정법률안,2023-10-06,기획재정위원회
2125043,관세법 일부개정법률안,2023-10-06,기획재정위원회
2125044,농어촌특별세법 일부개정법률안,2023-10-06,기획재정위원회
2125037,공직선거법 일부개정법률안,2023-10-06,행정안전위원회
2125050,건강기능식품에 관한 법률 일부개정법률안,2023-10-06,보건복지위원회
2125055,주한미군 주둔지역 지원에 관한 법률안,2023-10-06,행정안전위원회
2125051,유전자변형식품등에 관한 특별법안,2023-10-06,보건복지위원회
2125057,비영리민간단체 지원법 일부개정법률안,2023-10-06,행정안전위원회
2125056,남북관계 발전에 관한 법률 일부개정법률안,2023-10-06,외교통일위원회
2125058,화재의 예방 및 안전관리에 관한 법률 일부개정법률안,2023-10-06,행정안전위원회
2125054,주한미군 공여구역주변지역 등 지원 특별법 일부개정법률안,2023-10-06,행정안전위원회
2125053,석유 및 석유대체연료 사업법 일부개정법률안,2023-10-06,산업통상자원중소벤처기업위원회
2125052,식품위생법 일부개정법률안,2023-10-06,보건복지위원회
2125017,형사소송법 일부개정법률안,2023-10-05,법제사법위원회
2125018,항만과 주변영향지역의 상생발전을 위한 특별법안,2023-10-05,농림축산식품해양수산위원회
2125019,산업교육진흥 및 산학연협력촉진에 관한 법률 일부개정법률안,2023-10-05,교육위원회
2125020,희귀질환관리법 일부개정법률안,2023-10-05,보건복지위원회
2125021,미세먼지 저감 및 관리에 관한 특별법 일부개정법률안,2023-10-05,환경노동위원회
2125022,국방과학기술혁신 촉진법 일부개정법률안,2023-10-05,국방위원회
2125023,약사법 일부개정법률안,2023-10-05,보건복지위원회
2125024,국가경찰과 자치경찰의 조직 및 운영에 관한 법률 일부개정법률안,2023-10-05,행정안전위원회
2125025,조세특례제한법 일부개정법률안,2023-10-05,기획재정위원회
2125026,소득세법 일부개정법률안,2023-10-05,기획재정위원회
2125028,대도시권 광역교통 관리에 관한 특별법 일부개정법률안,2023-10-05,국토교통위원회
2125029,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2023-10-05,환경노동위원회
2125030,근로기준법 일부개정법률안,2023-10-05,환경노동위원회
2125031,고용보험법 일부개정법률안,2023-10-05,환경노동위원회
2125032,조세특례제한법 일부개정법률안,2023-10-05,기획재정위원회
2125033,국민 평생 직업능력 개발법 일부개정법률안,2023-10-05,환경노동위원회
2125034,도시가스사업법 일부개정법률안,2023-10-05,산업통상자원중소벤처기업위원회
2125027,지방세법 일부개정법률안,2023-10-05,행정안전위원회
2125000,감염병의 예방 및 관리에 관한 법률 일부개정법률안,2023-10-04,보건복지위원회
2125003,공인중개사법 일부개정법률안,2023-10-04,국토교통위원회
2125002,부정청탁 및 금품등 수수의 금지에 관한 법률 일부개정법률안,2023-10-04,정무위원회
2125001,국회예산정책처법 일부개정법률안,2023-10-04,국회운영위원회
2124996,조세특례제한법 일부개정법률안,2023-10-04,기획재정위원회
2124999,에너지이용 합리화법 일부개정법률안,2023-10-04,산업통상자원중소벤처기업위원회
2124998,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,2023-10-04,산업통상자원중소벤처기업위원회
2124997,북한이탈주민의 보호 및 정착지원에 관한 법률 일부개정법률안,2023-10-04,외교통일위원회
2125004,부가가치세법 일부개정법률안,2023-10-04,기획재정위원회
2125005,필수의료 육성 및 지원 등에 관한 법률안,2023-10-04,보건복지위원회
2125007,조세특례제한법 일부개정법률안,2023-10-04,기획재정위원회
2125009,출입국관리법 일부개정법률안,2023-10-04,법제사법위원회
2125011,지역상권 상생 및 활성화에 관한 법률 일부개정법률안,2023-10-04,산업통상자원중소벤처기업위원회
2125012,위생용품 관리법 일부개정법률안,2023-10-04,보건복지위원회
2125013,철도의 건설 및 철도시설 유지관리에 관한 법률 일부개정법률안,2023-10-04,국토교통위원회
2125014,노인복지법 일부개정법률안,2023-10-04,보건복지위원회
2125015,병역법 일부개정법률안,2023-10-04,국방위원회
2125016,군인사법 일부개정법률안,2023-10-04,국방위원회
2125008,영유아보육법 일부개정법률안,2023-10-04,보건복지위원회
2124859,소상공인기본법 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124855,상속세 및 증여세법 일부개정법률안,2023-09-27,기획재정위원회
2124856,지방공기업법 일부개정법률안,2023-09-27,행정안전위원회
2124857,물관리기본법  일부개정법률안,2023-09-27,환경노동위원회
2124858,국민건강보험법 일부개정법률안,2023-09-27,보건복지위원회
2124862,국가회계법 일부개정법률안,2023-09-27,기획재정위원회
2124860,영화 및 비디오물의 진흥에 관한 법률 일부개정법률안,2023-09-27,문화체육관광위원회
2124861,재난 및 안전관리 기본법 일부개정법률안,2023-09-27,행정안전위원회
2124853,기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법 일부개정법률안,2023-09-27,환경노동위원회
2124863,국가재정법 일부개정법률안,2023-09-27,기획재정위원회
2124854,아동복지법 일부개정법률안,2023-09-27,보건복지위원회
2124849,귀농어·귀촌 활성화 및 지원에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124852,교육기본법 일부개정법률안,2023-09-27,교육위원회
2124851,기능성 양잠산업 육성 및 지원에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124850,모자보건법 일부개정법률안,2023-09-27,보건복지위원회
2124865,벤처기업육성에 관한 특별조치법 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124848,농촌융복합산업 육성 및 지원에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124847,말산업 육성법 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124846,산림기술 진흥 및 관리에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124845,인사청문회법 일부개정법률안,2023-09-27,국회운영위원회
2124844,개인정보 보호법 일부개정법률안,2023-09-27,정무위원회
2124843,조세특례제한법 일부개정법률안,2023-09-27,기획재정위원회
2124842,영화 및 비디오물의 진흥에 관한 법률 일부개정법률안,2023-09-27,문화체육관광위원회
2124864,국민건강증진법 일부개정법률안,2023-09-27,보건복지위원회
2124870,지방자치단체 기금관리기본법 일부개정법률안,2023-09-27,행정안전위원회
2124866,국제항해선박 및 항만시설의 보안에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124880,고압가스 안전관리법 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124890,농어촌 등 보건의료를 위한 특별조치법 일부개정법률안,2023-09-27,보건복지위원회
2124889,주택임대차보호법 일부개정법률안,2023-09-27,법제사법위원회
2124888,남북 이산가족 생사확인 및 교류 촉진에 관한 법률 일부개정법률안,2023-09-27,외교통일위원회
2124887,국가재정법 일부개정법률안,2023-09-27,기획재정위원회
2124886,국민연금법 일부개정법률안,2023-09-27,보건복지위원회
2124885,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124884,의료법 일부개정법률안,2023-09-27,보건복지위원회
2124883,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 일부개정법률안,2023-09-27,과학기술정보방송통신위원회
2124882,북한이탈주민의 보호 및 정착지원에 관한 법률 일부개정법률안,2023-09-27,외교통일위원회
2124881,최저임금법 일부개정법률안,2023-09-27,환경노동위원회
2124879,산림문화·휴양에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124867,지방회계법 일부개정법률안,2023-09-27,행정안전위원회
2124878,연구개발특구의 육성에 관한 특별법 일부개정법률안,2023-09-27,과학기술정보방송통신위원회
2124877,학교폭력예방 및 대책에 관한 법률 일부개정법률안,2023-09-27,교육위원회
2124876,사회보장기본법 일부개정법률안,2023-09-27,보건복지위원회
2124875,농어업재해대책법 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124874,중증장애인생산품 우선구매 특별법 일부개정법률안,2023-09-27,보건복지위원회
2124840,방위사업법 일부개정법률안,2023-09-27,국방위원회
2124872,양육비 이행확보 및 지원에 관한 법률 일부개정법률안,2023-09-27,여성가족위원회
2124871,조세특례제한법 일부개정법률안,2023-09-27,기획재정위원회
2124869,소득세법 일부개정법률안,2023-09-27,기획재정위원회
2124868,지방재정법 일부개정법률안,2023-09-27,행정안전위원회
2124841,국세기본법 일부개정법률안,2023-09-27,기획재정위원회
2124892,지역중소기업 육성 및 혁신촉진 등에 관한 법률 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124839,빈집 및 소규모주택 정비에 관한 특례법 일부개정법률안,2023-09-27,국토교통위원회
2124801,공직선거법 일부개정법률안,2023-09-27,행정안전위원회
2124811,낙농진흥법 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124810,김치산업 진흥법 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124809,수목원·정원의 조성 및 진흥에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124808,집합건물의 소유 및 관리에 관한 법률 일부개정법률안,2023-09-27,법제사법위원회
2124807,골목상권 공동체 육성 및 활성화 지원을 위한 특별법안,2023-09-27,산업통상자원중소벤처기업위원회
2124806,영유아보육법 일부개정법률안,2023-09-27,보건복지위원회
2124805,국회에서의 증언·감정 등에 관한 법률 일부개정법률안,2023-09-27,국회운영위원회
2124804,병역법 일부개정법률안,2023-09-27,국방위원회
2124803,경범죄 처벌법 일부개정법률안,2023-09-27,행정안전위원회
2124802,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2023-09-27,법제사법위원회
2124800,조세특례제한법 일부개정법률안,2023-09-27,기획재정위원회
2124813,청소년복지 지원법 일부개정법률안,2023-09-27,여성가족위원회
2124799,여객자동차 운수사업법 일부개정법률안,2023-09-27,국토교통위원회
2124798,도로교통법 일부개정법률안,2023-09-27,행정안전위원회
2124797,공공주택 특별법 일부개정법률안,2023-09-27,국토교통위원회
2124796,근로기준법 일부개정법률안,2023-09-27,환경노동위원회
2124795,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2023-09-27,과학기술정보방송통신위원회
2124794,소득세법 일부개정법률안,2023-09-27,기획재정위원회
2124793,전자정부법 일부개정법률안,2023-09-27,행정안전위원회
2124792,산업안전보건법 일부개정법률안,2023-09-27,환경노동위원회
2124791,유언증서 보관 등에 관한 법률안,2023-09-27,법제사법위원회
2124790,재난 및 안전관리 기본법 일부개정법률안,2023-09-27,행정안전위원회
2124812,에너지법 일부개정법률안,2023-09-27,산업통상자원중소벤처기업위원회
2124814,동물보호법 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124838,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2023-09-27,환경노동위원회
2124827,국가인권위원회법 일부개정법률안,2023-09-27,국회운영위원회
2124837,출판문화산업 진흥법 일부개정법률안,2023-09-27,문화체육관광위원회
2124836,도로교통법 일부개정법률안,2023-09-27,행정안전위원회
2124835,법인세법 일부개정법률안,2023-09-27,기획재정위원회
2124834,대중문화예술산업발전법 일부개정법률안,2023-09-27,문화체육관광위원회
2124833,장기공공임대주택 입주자 삶의 질 향상 지원법 일부개정법률안,2023-09-27,국토교통위원회
2124832,전자정부법 일부개정법률안,2023-09-27,행정안전위원회
2124831,국민건강보험법 일부개정법률안,2023-09-27,보건복지위원회
2124830,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 일부개정법률안,2023-09-27,보건복지위원회
2124829,국세기본법 일부개정법률안,2023-09-27,기획재정위원회
2124828,국가정보원직원법 일부개정법률안,2023-09-27,정보위원회
2124826,통계법 일부개정법률안,2023-09-27,기획재정위원회
2124815,물류정책기본법 일부개정법률안,2023-09-27,국토교통위원회
2124825,대구경북과학기술원법 일부개정법률안,2023-09-27,과학기술정보방송통신위원회
2124824,학원의 설립·운영 및 과외교습에 관한 법률 일부개정법률안,2023-09-27,교육위원회
2124823,국회법 일부개정법률안,2023-09-27,국회운영위원회
2124822,국가장법 일부개정법률안,2023-09-27,행정안전위원회
2124821,울산과학기술원법 일부개정법률안,2023-09-27,과학기술정보방송통신위원회
2124820,조세특례제한법 일부개정법률안,2023-09-27,기획재정위원회
2124819,군인사법 일부개정법률안,2023-09-27,국방위원회
2124818,한국과학기술원법 일부개정법률안,2023-09-27,과학기술정보방송통신위원회
2124817,광주과학기술원법 일부개정법률안,2023-09-27,과학기술정보방송통신위원회
2124816,농업생명자원의 보존·관리 및 이용에 관한 법률 일부개정법률안,2023-09-27,농림축산식품해양수산위원회
2124891,장애인고용촉진 및 직업재활법 일부개정법률안,2023-09-27,환경노동위원회
2124873,범죄피해자 보호법 일부개정법률안,2023-09-27,법제사법위원회
2124893,국가회계법 일부개정법률안,2023-09-27,기획재정위원회
2124958,독점규제 및 공정거래에 관한 법률 일부개정법률안,2023-09-27,정무위원회
